session_id	mode_id	participant_id	target_letter	selected_letter	dwell_time	selection_time	start_tstamp	end_tstamp	reaction_time	fixation_count	distance_to_target	key_distance	selections
1	visible	E02	s	s	600.0	100.0	46456.0	47976.0	540.0	2.0	0.0	0	f;s
1	visible	E02	n	n	600.0	100.0	28209.0	29642.0	427.0	4.0	0.0	0	g;n
1	visible	E02	g	g	600.0	100.0	20709.0	22206.0	382.0	2.0	0.0	0	g;g
1	visible	E02	h	h	600.0	100.0	18261.0	19715.0	551.0	2.0	0.0	0	g;h
1	visible	E02	t	t	600.0	100.0	25812.0	27198.0	499.0	2.0	0.0	0	t
1	visible	E02	o	o	600.0	100.0	41264.0	42902.0	496.0	3.0	0.0	0	u;o
1	visible	E02	d	d	600.0	100.0	43997.0	45395.0	388.0	3.0	0.0	0	d
1	visible	E02	k	k	600.0	100.0	38297.0	40143.0	449.0	4.0	0.0	0	f;h;j;k
1	visible	E02	r	r	600.0	100.0	23302.0	24724.0	448.0	2.0	0.0	0	t;r
1	visible	E02	p	p	600.0	100.0	15422.0	17195.0	419.0	4.0	0.0	0	w;p
1	visible	E02	c	c	600.0	100.0	33526.0	34824.0	450.0	2.0	0.0	0	c
1	visible	E02	v	v	600.0	100.0	35777.0	37248.0	523.0	2.0	0.0	0	v
2	hidden	E02	u	b	600.0	100.0	76852.0	79148.0	902.0	3.0	240.29367863928502	2	g;v;b
2	hidden	E02	v	v	600.0	100.0	80349.0	82115.0	806.0	2.0	0.0	0	c;v
2	hidden	E02	x	x	600.0	100.0	66085.0	68153.0	941.0	3.0	0.0	0	x;c;x
2	hidden	E02	g	g	600.0	100.0	50037.0	51704.0	685.0	3.0	0.0	0	f;g
2	hidden	E02	i	u	600.0	100.0	73060.0	75698.0	671.0	6.0	107.46300000000008	1	u;h;u;h;u
2	hidden	E02	m	h	600.0	100.0	58567.0	61454.0	659.0	6.0	193.73126233264475	2	h;j;h;h
2	hidden	E02	k	g	600.0	100.0	62648.0	64897.0	735.0	3.0	322.3900000000001	3	g;h;g
2	hidden	E02	b	c	600.0	100.0	42688.0	44604.0	489.0	4.0	214.92499999999995	2	r;x;c
2	hidden	E02	p	i	600.0	100.0	55919.0	57470.0	730.0	1.0	214.9229999999999	2	i
2	hidden	E02	c	c	600.0	100.0	52852.0	54847.0	1214.0	1.0	0.0	0	c
2	hidden	E02	a	a	600.0	100.0	45685.0	48912.0	614.0	7.0	0.0	0	s;d;x;x;s;a
2	hidden	E02	r	y	600.0	100.0	69352.0	71917.0	614.0	6.0	214.92499999999995	2	g;y;g;y
2	hidden	E02	y	c	600.0	100.0	83305.0	85206.0	789.0	4.0	303.9498498930374	3	x;c
2	visible	E02	u	u	600.0	100.0	39672.0	41196.0	462.0	2.0	0.0	0	h;u
2	visible	E02	y	y	600.0	100.0	18656.0	20236.0	524.0	2.0	0.0	0	g;y
2	visible	E02	x	x	600.0	100.0	36992.0	38474.0	411.0	3.0	0.0	0	c;x
2	visible	E02	z	z	600.0	100.0	26425.0	27875.0	435.0	2.0	0.0	0	z
2	visible	E02	i	i	600.0	100.0	23622.0	25361.0	462.0	3.0	0.0	0	i
2	visible	E02	m	m	600.0	100.0	47276.0	49093.0	433.0	3.0	0.0	0	r;b;n;m
2	visible	E02	j	j	600.0	100.0	28915.0	30361.0	435.0	2.0	0.0	0	j
2	visible	E02	e	e	600.0	100.0	50263.0	51864.0	450.0	3.0	0.0	0	t;r;e
2	visible	E02	b	b	600.0	100.0	31360.0	32905.0	388.0	3.0	0.0	0	f;b
2	visible	E02	a	a	600.0	100.0	44620.0	46063.0	423.0	3.0	0.0	0	a
2	visible	E02	f	f	600.0	100.0	42164.0	43545.0	309.0	2.0	0.0	0	y;f
2	visible	E02	l	l	600.0	100.0	34060.0	35889.0	509.0	4.0	0.0	0	j;l
2	visible	E02	w	w	600.0	100.0	21206.0	22586.0	479.0	2.0	0.0	0	w
